,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
pct_f_4549,-0.1603094300139631,0.15257412739845327,-0.02690158459492876,0.21756198312722716,-0.12697636659760533,-0.08958637428741616,-0.1482791198275624,-0.0022804191250759887,-0.047541544284106715,-0.003616376427538107,-0.13776821127865027,-0.05852506466510392
pct_f_5054,-0.14284904852161398,0.08982078141217922,0.022972788258022587,0.2708695971434734,-0.14324239047198126,-0.24542476696085305,0.011397171778563267,-0.0863075377039794,0.12505902477335656,-0.028581787786408373,-0.06626128970506273,-0.044784264210890476
pct_f_5559,0.013003362196702365,-0.040951161353785515,0.1707762326329084,0.22261694448674801,-0.07752806643663518,-0.35800876343356186,0.14632727433323478,-0.1615054413033482,0.47427917409147724,-0.17626665116803814,-0.06538513185914634,-0.07919391133331494
pct_f_6064,0.15612411087060774,-0.16434083283647413,0.1308727409946857,0.017461217741469234,-0.01055062725720426,-0.12035771232057386,-0.007390885910148108,-0.06767379820607029,0.2697350126800373,-0.07288592719416927,-0.11547252308900274,-0.13835576128184665
pct_f_6569,0.17164375942781915,-0.183523534570734,0.060402496885331995,-0.05082762211827934,-0.021066632157337863,-0.006311055664451433,-0.08420169505566974,-0.02254423538056964,0.054796303603049205,0.02904045562719922,-0.12496585636292078,-0.1386186657589505
pct_f_70plus,0.1943237406831225,-0.12003292229544718,0.0017229495271215338,-0.08296966285222547,-0.0544565026649559,0.08890688435852083,-0.0542411376655178,0.03668000557681759,-0.15822518556683424,0.09111106915391619,-0.04789141044067476,0.03295487643942247
emp_men_total,0.08716021313700098,0.27963265452796343,0.11048666876723165,-0.21101087119546802,-0.008982985768962299,-0.17163006266241373,0.02291497919106139,0.14309403668356507,-0.002901649498474394,0.05249183357852185,0.018387595199149544,-0.09668528674437114
emp_men_1529,0.012098668213971885,0.07953958803585473,0.07082937461942267,-0.215915387679967,0.31285286162587,-0.3628810283972915,-0.05383235980600673,0.12711904119031855,-0.24239915178852384,-0.1121421185275971,-0.0799494711190331,-0.2467458889298797
emp_men_3049,0.028469353128242204,0.2243038961487679,0.12805069343371864,-0.1812047498552025,-0.20818292981653708,-0.02394964065374091,0.07433951753902991,0.19608105478525234,0.11956096116583104,0.1323968625170206,0.013454933884444372,-0.2784811719296321
emp_men_5064,0.07354454833182689,0.24916692533199344,0.06660439396784194,-0.1382215282291277,-0.14191558956279468,-0.016390113723780082,0.10339253901793777,0.251423684163653,0.1484322885864262,0.16892579285315737,-0.06525192340350677,0.06235991344089525
emp_men_65plus,0.1770792899827747,0.19804278719440033,-0.03996045265193858,0.002011581307015943,-0.004612453246861428,0.004101483737211606,0.03995667219970291,0.022686711069662153,0.02371578612158049,0.003771674266193349,0.010802972085321329,-0.047764949009920774
